,Reputation,AccountId,has_website,account_age_days,AboutMe_Word_Count,AboutMe_Sentiment
15230,101,3637221,True,3165,0,0.0
15231,101,173069,True,764,3,0.0
15232,101,441136,True,0,377,0.22939078282828285
15233,101,265338,False,1026,0,0.0
15234,1,5771297,False,1532,0,0.0
15235,101,244436,True,1795,0,0.0
15236,101,461690,True,2433,73,0.34821428571428575
15237,101,388232,False,2393,0,0.0
15238,1,5291348,False,0,0,0.0
15239,101,136885,False,0,0,0.0
15240,1,1081287,True,0,0,0.0
15241,101,5570682,False,1171,8,0.0
15242,1,5742233,False,76,0,0.0
15243,101,1000057,True,2907,125,0.16025641025641024
15244,1,3948433,False,193,0,0.0
15245,1,1534732,False,443,4,0.0
15246,21,5773755,False,1,0,0.0
15247,21,5774187,False,0,0,0.0
15248,260,278784,True,2555,3,0.0
15249,53,5774610,False,0,0,0.0
15250,175,3228336,False,1791,0,0.0
15251,1,153472,False,1962,0,0.0
15252,1,5192895,False,1,0,0.0
15253,11,5775181,False,1,0,0.0
15254,21,5775881,False,1,0,0.0
15255,1,493163,False,987,10,0.0
15256,101,3191086,False,1610,118,0.04166666666666667
15257,109,5777313,False,0,0,0.0
15258,101,1495231,False,0,0,0.0
15259,101,544938,False,0,0,0.0
15260,101,3444668,False,0,17,0.75
15261,101,133137,True,3250,6,0.25
15262,141,3900941,False,3224,0,0.0
15263,1,5688530,False,1965,0,0.0
15264,31,5778650,False,6,0,0.0
15265,21,5779000,False,1,0,0.0
15266,1,5779027,False,0,0,0.0
15267,101,504763,False,257,2,0.0
15268,101,1128588,True,1333,20,0.0
15269,101,1592700,False,3336,18,0.0
15270,1521,1422555,True,1517,235,0.01652704291593181
15271,13,5779189,False,2,0,0.0
15272,11,5779278,False,2,0,0.0
15273,190,5779289,True,433,78,0.2625
15274,109,939232,False,2221,5,0.0
15275,101,83108,True,0,0,0.0
15276,123,526014,True,299,46,-0.225
15277,113,47018,False,1183,0,0.0
15278,3,366894,True,1040,29,0.225
15279,1,2591917,False,0,0,0.0
15280,11,5780807,False,12,0,0.0
15281,101,3327594,False,2793,0,0.0
15282,101,533346,False,0,46,0.12943722943722943
15283,1,4256974,False,0,0,0.0
15284,101,4677451,True,1245,11,0.0
15285,101,3113331,False,0,0,0.0
15286,1,4700215,False,0,0,0.0
15287,101,285796,False,1245,0,0.0
15288,101,34719,True,0,12,0.5
15289,134,10809,True,3338,5,0.0
15290,107,3235633,False,3336,0,0.0
15291,1,5782708,False,3,0,0.0
15292,101,1586947,False,9,0,0.0
15293,121,1970066,False,3336,10,0.0
15294,11,5784236,False,0,0,0.0
15295,1,5676564,False,0,0,0.0
15296,811,74611,True,3322,67,0.07395833333333335
15297,276,4524602,False,2209,0,0.0
15298,83,5784899,False,2,0,0.0
15299,11,5785375,False,6,0,0.0
15300,1,4626728,False,3,13,0.16
15301,9,5786364,False,0,0,0.0
15302,1,1498773,False,336,0,0.0
15303,101,39329,True,568,11,0.0
15304,1,4455483,False,0,0,0.0
15305,101,113085,False,3001,0,0.0
15306,101,1383678,False,2884,8,0.5
15307,33,5788782,False,0,0,0.0
15308,101,1066754,False,2057,6,0.0
15309,101,89043,True,1245,9,0.0
15310,101,5047066,False,2266,0,0.0
15311,1,121514,False,1824,0,0.0
15312,101,2494173,False,2039,0,0.0
15313,97,5789205,False,239,0,0.0
15314,101,319176,False,2904,7,-0.2
15315,101,186063,True,2265,13,0.05555555555555556
15316,11,5790193,False,1,0,0.0
15317,11,5790262,False,91,0,0.0
15318,1,5788256,False,59,0,0.0
15319,101,109237,True,2746,45,0.12727272727272726
15320,1,527762,False,0,0,0.0
15321,1,3353991,False,1439,0,0.0
15322,101,2258620,False,0,18,0.5
15323,103,1789513,False,0,9,0.5
15324,1,5791958,False,1,0,0.0
15325,273,428023,False,2078,5,0.1
15326,101,1613370,False,2314,0,0.0
15327,101,2190366,False,868,0,0.0
15328,147,5130554,False,1079,0,0.0
15329,11,5793234,False,0,0,0.0
15330,101,1777306,True,2746,77,0.32499999999999996
15331,31,5793636,False,0,0,0.0
15332,826,5794087,False,2118,0,0.0
15333,101,1122762,False,1050,16,-0.06666666666666667
15334,31,5794310,False,0,0,0.0
15335,1,5794314,False,0,0,0.0
15336,1,4374301,True,0,365,0.12585839598997495
15337,101,71739,False,3333,22,0.09999999999999999
15338,123,179853,False,1020,0,0.0
15339,101,3015,True,1463,58,0.0
15340,101,4881264,False,631,0,0.0
15341,101,440005,True,2977,35,-0.03333333333333333
15342,111,303371,False,466,0,0.0
15343,1,1125635,True,0,11,0.5
15344,103,3342377,False,3337,0,0.0
15345,101,2761751,True,745,0,0.0
15346,1,2771950,False,1870,0,0.0
15347,1,432614,True,0,0,0.0
15348,109,49648,True,1079,22,0.13636363636363635
15349,1,5602607,False,0,10,0.0
15350,191,3902913,False,2005,0,0.0
15351,275,5496408,False,2458,0,0.0
15352,53,2655519,False,7,0,0.0
15353,1,4912370,False,0,0,0.0
15354,101,13877,False,876,0,0.0
15355,101,1500373,True,1088,7,0.0
15356,101,219456,False,723,3,0.0
15357,33,1746695,False,3,0,0.0
15358,121,507522,False,2330,9,0.0
15359,206,2663445,False,1528,0,0.0
15360,192,1950748,False,1975,2,0.0
15361,103,2969643,False,2130,40,0.25357142857142856
15362,1,3591576,False,0,0,0.0
15363,101,133158,False,414,0,0.0
15364,1,5799165,False,0,0,0.0
15365,657,2053944,False,3305,0,0.0
15366,31,5799188,False,1,0,0.0
15367,101,2420912,False,1822,5,0.0
15368,141,3844509,True,675,2,0.0
15369,101,3288005,True,0,9,0.0
15370,103,5053475,False,2481,0,0.0
15371,101,1054671,True,3125,17,0.0
15372,373,897451,True,3308,14,0.4
15373,111,523950,False,450,4,0.0
15374,101,1193958,True,2995,0,0.0
15375,101,413569,False,498,11,0.0
15376,101,1336531,True,582,14,0.28333333333333327
15377,1,5801946,False,0,0,0.0
15378,101,5283569,False,0,0,0.0
15379,227,450942,False,3311,10,0.0
15380,1,5205245,False,9,6,0.2
15381,101,84928,True,1610,32,0.0
15382,297,1968759,False,3218,0,0.0
15383,123,4577757,True,1028,29,0.2333333333333333
15384,21,5803382,False,0,0,0.0
15385,1,5802986,True,0,3,0.5
15386,99,5798094,False,0,0,0.0
15387,101,2608799,False,1929,0,0.0
15388,101,5015878,True,2074,0,0.0
15389,101,47316,False,1382,14,0.0
15390,101,1543920,False,0,0,0.0
15391,1,2500054,False,44,0,0.0
15392,1,52234,False,0,0,0.0
15393,1,5352020,False,0,7,0.0
15394,101,50062,False,2,10,0.0
15395,101,439651,False,2200,0,0.0
15396,1,2262917,False,1,0,0.0
15397,1,5727040,False,0,0,0.0
15398,101,472104,True,2279,0,0.0
15399,101,455721,False,8,0,0.0
15400,1,5805799,False,0,194,0.20529761904761906
15401,101,66756,True,376,57,0.3143939393939394
15402,101,4676031,True,0,6,0.35
15403,99,958759,True,0,0,0.0
15404,137,212375,True,3312,50,-0.06916666666666668
15405,153,268409,False,1115,72,0.05
15406,8473,2521234,False,3331,0,0.0
15407,101,2248456,True,602,23,0.5
15408,101,98539,False,0,2,0.0
15409,101,88094,True,1841,6,0.0
15410,101,342769,False,2533,49,0.27291666666666664
15411,101,3538108,False,809,0,0.0
15412,101,1980316,False,3316,191,0.21500000000000002
15413,1,5808471,False,0,0,0.0
15414,101,2607111,True,2270,0,0.0
15415,101,2091794,True,1562,17,-0.06875
15416,51,5809142,False,0,0,0.0
15417,1,3129319,False,0,0,0.0
15418,1,5046763,False,2060,0,0.0
15419,1,5808463,False,108,0,0.0
15420,163,397433,True,2282,1,0.0
15421,11,5809823,False,1,0,0.0
15422,11,5809860,False,5,0,0.0
15423,101,58066,False,2222,0,0.0
15424,101,76553,False,3305,0,0.0
15425,1,363994,False,2874,0,0.0
15426,13,2836608,True,29,0,0.0
15427,101,358979,True,2143,7,0.0
15428,101,96584,True,0,14,1.0
15429,101,498570,False,469,0,0.0
15430,101,514719,True,0,8,0.6041666666666666
15431,101,135316,True,1622,9,0.25
15432,183,4845818,False,1332,0,0.0
15433,1,5254377,False,469,0,0.0
15434,101,68668,True,0,32,0.3499999999999999
15435,1,955579,False,1609,8,0.0
15436,101,1078428,True,1717,42,0.125
15437,101,3046982,False,1189,21,0.075
15438,101,4249280,False,198,11,0.5
15439,151,2332089,False,3035,2,0.0
15440,151,333362,False,2796,7,0.0
15441,1,4406239,False,1797,0,0.0
15442,11,5814263,False,0,0,0.0
15443,101,87779,False,3332,0,0.0
15444,1,5814551,True,123,0,0.0
15445,21,5814581,False,0,0,0.0
15446,126,3000192,False,936,0,0.0
15447,101,1034532,False,71,0,0.0
15448,141,3861293,True,3128,140,0.2087018140589569
15449,101,18862,False,2260,0,0.0
15450,101,1301838,False,535,0,0.0
15451,101,4656023,False,0,0,0.0
15452,101,242077,False,1597,0,0.0
15453,101,5540239,False,0,0,0.0
15454,1,5773905,False,601,0,0.0
15455,101,2123698,False,1259,0,0.0
15456,101,1562803,False,1065,0,0.0
15457,1,5816569,False,0,0,0.0
15458,11,3218321,False,818,0,0.0
15459,101,397036,False,2192,0,0.0
15460,101,20845,True,1551,0,0.0
15461,101,1052337,False,0,0,0.0
15462,1,5818257,False,0,0,0.0
15463,1,5818658,True,0,162,0.2857142857142857
15464,101,1977663,True,847,29,0.35000000000000003
15465,1,3840595,True,0,11,0.0
15466,1,5819476,False,0,0,0.0
15467,1,5042683,False,3,4,0.0
15468,11,5623271,False,2391,0,0.0
15469,51,5820176,False,0,0,0.0
15470,1,5820663,False,36,0,0.0
15471,518,4303619,False,1807,0,0.0
15472,1,1992656,False,0,5,0.3
15473,1,2236865,False,0,0,0.0
15474,101,2526424,False,3329,0,0.0
15475,101,81198,False,3070,0,0.0
15476,1,5805407,False,0,0,0.0
15477,101,296837,False,0,0,0.0
15478,101,2330478,False,542,0,0.0
15479,1,5814782,False,9,0,0.0
15480,1,3994830,True,0,0,0.0
15481,1,4751738,False,0,0,0.0
15482,1,969345,False,350,0,0.0
15483,101,962412,False,0,0,0.0
15484,101,514313,True,1435,73,-0.16666666666666666
15485,1,5821765,False,0,0,0.0
15486,1,5823806,True,0,111,0.1982142857142857
15487,1,5726119,False,0,0,0.0
15488,1,2098919,False,0,0,0.0
15489,111,5743870,False,265,0,0.0
15490,11,5824505,False,1291,0,0.0
15491,13,368743,False,1609,0,0.0
15492,101,1130477,False,2882,0,0.0
15493,11,5825291,False,1,0,0.0
15494,101,4570359,False,1044,0,0.0
15495,1,5825434,False,0,0,0.0
15496,21,5825451,False,2969,0,0.0
15497,1,3050824,False,979,0,0.0
15498,101,8386,False,465,0,0.0
15499,129,1770767,False,2268,0,0.0
15500,1,2911904,False,245,0,0.0
15501,101,1347698,True,1515,9,0.0
15502,101,3740078,True,5,1,0.0
15503,1,3605851,False,0,0,0.0
15504,101,5518050,False,44,0,0.0
15505,101,3367087,False,340,0,0.0
15506,11,5828585,False,0,0,0.0
15507,1,5828747,True,1,0,0.0
15508,172,5828793,True,82,18,-0.049999999999999996
15509,101,468886,False,3057,7,0.0
15510,1,1487404,True,0,10,-0.4
15511,1,5392926,False,635,0,0.0
15512,1,5829605,False,0,0,0.0
15513,101,1179353,True,2200,0,0.0
15514,1,5830430,True,0,99,0.3678512396694215
15515,101,974838,True,1988,0,0.0
15516,1,5829697,False,0,0,0.0
15517,7,5831955,False,23,0,0.0
15518,1,5825666,False,1492,0,0.0
15519,29,3667466,True,0,0,0.0
15520,199,1754770,True,2056,0,0.0
15521,1,4318029,True,0,5,0.0
15522,101,5468563,False,0,0,0.0
15523,1,2557200,False,266,10,-0.26666666666666666
15524,1,5145021,False,463,0,0.0
15525,101,228789,False,1145,0,0.0
15526,101,4157344,False,33,0,0.0
15527,11,5834409,False,1,0,0.0
15528,1,1773578,False,0,0,0.0
15529,21,5835306,False,0,0,0.0
15530,121,1213470,False,2019,0,0.0
15531,101,935706,False,0,0,0.0
15532,121,20884,False,3180,0,0.0
15533,131,2061105,False,153,0,0.0
15534,41,5836249,False,1,0,0.0
15535,111,2409963,False,1278,0,0.0
15536,21,5836423,False,0,0,0.0
15537,101,1246119,False,1276,0,0.0
15538,61,3785370,False,6,25,0.0
15539,1,5836766,False,0,0,0.0
15540,125,2722646,True,2086,65,0.09727272727272726
15541,1,4561053,False,401,0,0.0
15542,143,58654,True,20,0,0.0
15543,1,5838278,True,0,146,0.11666666666666665
15544,1,3787320,False,1,0,0.0
15545,13,5838901,False,0,0,0.0
15546,101,1711310,False,1071,13,0.0
15547,71,5839617,False,5,0,0.0
15548,13,3357954,False,664,0,0.0
15549,101,99008,True,1972,58,0.21704545454545454
15550,101,2962224,True,3066,0,0.0
15551,11,5574802,False,202,0,0.0
15552,101,7765,False,1654,2,0.0
15553,154,91058,False,3191,83,0.05
15554,515,3448610,False,1695,47,-0.25
15555,259,24004,True,2513,8,0.0
15556,1395,56319,True,3299,136,0.28368055555555555
15557,1,5841610,False,0,0,0.0
15558,1,5841656,False,1216,0,0.0
15559,1,2554679,True,1182,16,0.0
15560,341,5842458,False,0,0,0.0
15561,1,5842639,False,137,0,0.0
15562,856,4578030,False,3311,6,0.0
15563,121,987766,False,2969,3,0.0
15564,21,5737854,False,5,0,0.0
15565,101,79923,True,558,23,0.0
15566,111,424412,False,2941,0,0.0
15567,11,5843552,False,0,0,0.0
15568,101,233477,True,1262,0,0.0
15569,101,168076,False,2155,0,0.0
15570,1,5844377,True,0,125,0.3036796536796537
15571,101,43462,False,2969,1,0.0
15572,133,5845134,False,5,0,0.0
15573,1,3947739,False,2463,0,0.0
15574,213,5011060,False,3009,6,0.5
15575,399,5538226,False,3325,22,0.0
15576,101,1037647,False,2906,0,0.0
15577,101,13469,True,3309,0,0.0
15578,101,1872800,True,456,3,0.0
15579,1,1915007,True,8,0,0.0
15580,101,4722311,False,3297,0,0.0
15581,101,2871217,True,648,12,0.25
15582,101,4057082,False,0,3,0.0
15583,21,5846799,False,0,0,0.0
15584,1,5846945,False,0,0,0.0
15585,39,5847085,True,7,89,0.16666666666666666
15586,33,5847275,False,2,0,0.0
15587,1,5848043,False,0,0,0.0
15588,45,5848291,False,1,0,0.0
15589,1,5848540,False,3,0,0.0
15590,101,213846,True,2261,3,0.0
15591,101,4289548,False,2717,4,0.0
15592,101,4028938,False,761,0,0.0
15593,413,40799,True,2066,0,0.0
15594,1,1512114,False,0,10,0.0
15595,66,1717775,False,3006,7,0.0
15596,1,5849193,True,0,0,0.0
15597,101,11433,True,397,18,0.0
15598,1,5849410,False,0,0,0.0
15599,149,5340307,True,2,26,0.1460111317254174
15600,115,1185,True,2644,25,0.0
15601,21,5849910,False,55,0,0.0
15602,1,5850479,False,138,0,0.0
15603,1,5850764,True,0,127,-0.14151785714285714
15604,103,3760365,False,489,7,0.0
15605,121,5851575,True,3,0,0.0
15606,101,204587,False,3241,0,0.0
15607,101,520482,False,762,0,0.0
15608,1,45362,True,1802,0,0.0
15609,1,5854101,False,130,0,0.0
15610,137,5854535,False,2,0,0.0
15611,618,3664327,False,1772,0,0.0
15612,909,2283884,False,3284,0,0.0
15613,163,990000,True,1755,0,0.0
15614,29,5855103,False,0,0,0.0
15615,1,4163858,False,194,0,0.0
15616,101,1312003,False,3072,80,-0.023717948717948727
15617,21,5855368,False,0,0,0.0
15618,101,309833,False,350,0,0.0
15619,11,5855694,False,0,0,0.0
15620,99,469868,True,1801,20,0.26666666666666666
15621,51,5856391,False,1,0,0.0
15622,1,5856407,False,607,0,0.0
15623,11,5856630,False,1,0,0.0
15624,11,5856882,False,0,0,0.0
15625,1,5857138,True,0,126,0.36614583333333334
15626,11,5858029,False,0,0,0.0
15627,101,1159024,False,1445,0,0.0
15628,101,34606,True,6,6,0.35
15629,133,270104,False,2407,0,0.0
15630,101,30224,True,399,0,0.0
15631,101,673865,True,0,52,0.4
15632,71,5859320,False,0,0,0.0
15633,101,368997,True,2534,4,0.0
15634,101,1564092,False,112,61,0.075
15635,101,114423,False,3161,0,0.0
15636,11,5859859,False,0,0,0.0
15637,101,1342030,False,1914,0,0.0
15638,101,3873811,False,2167,0,0.0
15639,1,1303132,False,0,0,0.0
15640,769,1582794,False,2615,0,0.0
15641,101,40753,False,2200,0,0.0
15642,91,5860776,False,79,0,0.0
15643,11,5860872,False,0,0,0.0
15644,149,1384325,False,3251,4,0.0
15645,31,5860953,False,1,0,0.0
15646,1,3528222,False,73,4,0.0
15647,101,190551,True,69,0,0.0
15648,1,5862018,True,0,86,0.11571428571428573
15649,1,3914385,False,0,0,0.0
15650,101,146305,True,901,7,0.0
15651,1,5863252,False,0,0,0.0
15652,176,5572362,False,3303,0,0.0
15653,1,5481509,False,0,0,0.0
15654,101,76288,True,1191,39,0.25
15655,163,1355132,False,2453,0,0.0
15656,101,2931858,True,2210,0,0.0
15657,131,324576,False,2056,0,0.0
15658,1,4104543,False,0,0,0.0
15659,1,1887122,False,1332,39,0.16666666666666666
15660,101,387382,True,0,0,0.0
15661,1,5864551,False,0,0,0.0
15662,101,82070,False,936,3,0.0
15663,1,5127173,False,0,0,0.0
15664,11,5864846,False,2,0,0.0
15665,31,5865179,False,28,0,0.0
15666,1,5623983,True,611,4,0.6
15667,1,3892194,False,690,0,0.0
15668,206,239181,False,3321,0,0.0
15669,101,1091778,False,0,13,0.0
15670,31,5867020,False,0,0,0.0
15671,21,5238062,False,2804,0,0.0
15672,101,5868102,False,1405,0,0.0
15673,1,5868276,False,0,0,0.0
15674,61,5868678,False,0,0,0.0
15675,101,345255,False,1780,0,0.0
15676,11,5869306,False,0,0,0.0
15677,101,294331,False,2862,6,0.0
15678,1,1769967,True,0,0,0.0
15679,101,2843410,False,2256,0,0.0
15680,1,5870158,True,0,118,0.2833333333333333
15681,21,5870239,False,0,0,0.0
15682,101,1189549,False,3005,0,0.0
15683,29,57513,True,693,0,0.0
15684,183,189283,False,2396,0,0.0
15685,101,5494271,True,2739,9,0.0
15686,391,59650,False,1778,0,0.0
15687,1,4431420,False,151,0,0.0
15688,31,4383386,False,799,0,0.0
15689,101,258151,True,1562,98,0.32051282051282054
15690,101,46085,False,2674,31,0.4
15691,281,5873391,False,0,0,0.0
15692,63,5873485,False,609,0,0.0
15693,101,2283105,True,2867,42,0.0
15694,185,5536265,False,2175,0,0.0
15695,101,4528908,False,2754,9,0.625
15696,119,5748084,False,209,0,0.0
15697,255,1032734,False,3316,0,0.0
15698,441,5874052,False,6,0,0.0
15699,131,112064,True,1424,0,0.0
15700,196,56432,True,3221,0,0.0
15701,13,5874249,False,1,0,0.0
15702,1,5874421,False,0,0,0.0
15703,1,4579217,False,0,0,0.0
15704,101,22389,False,3095,4,0.0
15705,11,5875059,False,6,0,0.0
15706,101,2447666,False,0,0,0.0
15707,1,1768843,True,15,3,0.0
15708,101,958866,False,0,0,0.0
15709,1,5875373,False,9,0,0.0
15710,101,2029833,False,3318,27,0.5
15711,101,144122,False,15,0,0.0
15712,101,377530,True,2354,0,0.0
15713,1,321881,False,201,0,0.0
15714,1217,4692060,False,3064,0,0.0
15715,101,5343103,False,2464,0,0.0
15716,287,84805,False,3283,0,0.0
15717,101,59882,False,0,0,0.0
15718,1,943197,False,1625,0,0.0
15719,101,31904,False,1325,11,0.0
15720,31,5877539,False,0,0,0.0
15721,101,1020111,False,3235,10,-0.10714285714285715
15722,101,2053598,False,3247,0,0.0
15723,497,5112669,False,3282,100,-0.12222222222222223
15724,1,421008,False,1756,56,0.24291617473435653
15725,113,15477,True,2451,88,0.20833333333333334
15726,101,3184283,False,962,0,0.0
15727,133,13875,True,3304,0,0.0
15728,91,5878641,False,1,0,0.0
15729,101,70804,False,1436,0,0.0
15730,101,3029784,False,2332,4,0.0
15731,1,5418309,False,0,0,0.0
15732,101,40571,False,1463,3,0.0
15733,101,5152070,False,3065,1,0.0
15734,111,389477,True,787,2,0.0
15735,1,1675313,True,448,2,0.1
15736,1,4476399,False,1152,0,0.0
15737,101,1611350,True,3100,41,0.13194444444444445
15738,101,530817,False,889,0,0.0
15739,1,2792004,False,63,0,0.0
15740,29,5879943,False,0,0,0.0
15741,1,3305347,False,0,0,0.0
15742,101,3562114,False,610,3,0.0
15743,121,1465881,True,3246,70,0.19375
15744,1,496328,False,530,0,0.0
15745,101,270831,True,1541,3,0.0
15746,51,5880322,False,0,0,0.0
15747,133,42970,False,64,17,0.08
15748,143,5103926,False,296,0,0.0
15749,11,5881199,False,2019,0,0.0
15750,1,1854906,False,1160,0,0.0
15751,101,3517701,False,3088,0,0.0
15752,363,5881457,False,280,0,0.0
15753,1,5881534,True,197,20,0.35
15754,1,2563554,False,524,0,0.0
15755,129,100166,True,2212,32,0.0
15756,101,4049051,True,7,248,0.27278932178932186
15757,1,77754,False,554,0,0.0
15758,101,1948,True,2336,23,0.8
15759,1588,444712,False,3305,0,0.0
15760,21,5883307,False,0,0,0.0
15761,481,955027,True,2784,23,0.125
15762,233,4119327,False,3256,46,0.0
15763,101,5432062,False,2479,0,0.0
15764,161,446208,False,2988,10,0.4
15765,188,2691136,False,2238,3,0.0
15766,11,5809285,False,740,0,0.0
15767,101,2421290,True,1182,5,0.0
15768,176,1933,True,1626,6,0.0
15769,1,5074081,False,0,0,0.0
15770,1,2612178,False,578,0,0.0
15771,101,1867726,True,321,6,0.0
15772,111,325337,False,1041,0,0.0
15773,193,2411024,False,600,0,0.0
15774,101,993440,False,1636,10,0.0
15775,101,395849,True,2029,6,0.0
15776,1,5886976,False,67,0,0.0
15777,973,1794557,False,1805,0,0.0
15778,111,2620233,False,1791,1,0.0
15779,1,191281,True,0,0,0.0
15780,113,117652,True,2386,12,0.0
15781,121,3565218,False,2415,0,0.0
15782,21,229014,False,277,0,0.0
15783,101,1154976,False,411,9,0.45
15784,101,5880135,False,1562,19,0.2
15785,1,5888931,False,0,0,0.0
15786,101,2827817,False,3233,2,0.1
15787,1,5889985,True,0,0,0.0
15788,365,4950462,True,3309,8,0.375
15789,1,2172499,True,0,11,0.0
15790,1,152355,False,1145,44,-0.5
15791,388,3124315,False,3284,0,0.0
15792,1,5890976,True,548,0,0.0
15793,77,5891191,False,0,0,0.0
15794,1,5891129,False,0,0,0.0
15795,221,365493,True,3153,25,-0.15272727272727274
15796,101,372544,False,131,13,0.8
15797,101,51246,True,2329,26,0.0
15798,21,4293693,False,1,25,-0.059375000000000004
15799,1,5891440,False,0,0,0.0
15800,53,2607302,True,0,0,0.0
15801,101,5609,True,1938,46,0.44999999999999996
15802,101,46839,False,3289,63,0.1763888888888889
15803,101,2412848,False,2968,6,0.13636363636363635
15804,1,2539055,False,362,0,0.0
15805,11,5892603,False,0,0,0.0
15806,1,5892689,False,1140,0,0.0
15807,113,271547,False,1837,13,0.5
15808,13,5893019,False,2,0,0.0
15809,31,5893133,False,0,0,0.0
15810,101,996111,False,1151,0,0.0
15811,141,1297188,False,818,0,0.0
15812,3,5203665,False,18,0,0.0
15813,1,5893543,False,0,0,0.0
15814,131,4684057,False,15,15,0.0
15815,101,5186344,False,323,3,0.5
15816,1062,5182392,True,3318,80,0.21227272727272725
15817,153,1815157,False,2584,0,0.0
15818,101,392394,True,816,32,0.11428571428571428
15819,1,5895029,False,0,0,0.0
15820,557,3552092,True,2771,12,0.0
15821,109,2323749,True,2352,8,0.0
15822,101,183025,True,1062,156,0.35125661375661377
15823,839,1434858,False,3070,0,0.0
15824,101,2098123,True,656,16,-0.09999999999999998
15825,1,5895962,False,0,0,0.0
15826,1,5732937,False,3110,0,0.0
15827,101,1784297,False,1265,0,0.0
15828,43,5897507,False,0,0,0.0
15829,111,1073022,False,1924,0,0.0
15830,101,30241,True,3217,4,0.0
15831,113,3281905,True,2867,8,0.5
15832,101,5785597,False,2893,0,0.0
15833,123,2295065,True,177,0,0.0
15834,101,463810,False,3264,0,0.0
15835,11,5898622,False,0,0,0.0
15836,91,5898626,False,0,159,0.18589743589743588
15837,101,2952440,False,3145,0,0.0
15838,293,503639,True,2119,46,0.09911616161616162
15839,101,985380,True,2099,0,0.0
15840,1,5898955,False,0,0,0.0
15841,11,5899021,False,0,0,0.0
15842,156,366999,False,2465,45,0.31428571428571433
15843,1,5899026,False,553,0,0.0
15844,1,5899198,False,0,0,0.0
15845,1,5592982,True,927,1,0.0
15846,101,204943,False,2139,0,0.0
15847,101,128890,False,2952,0,0.0
15848,11,5899616,False,73,0,0.0
15849,101,2350764,True,3168,20,-0.08333333333333333
15850,1,2623311,False,742,0,0.0
15851,101,3411022,True,1402,1,0.0
15852,101,45905,True,1719,0,0.0
15853,1,420862,True,0,0,0.0
15854,191,3628288,False,2681,0,0.0
15855,31,2698597,False,2,0,0.0
15856,11,5900935,False,0,0,0.0
15857,1,2607191,False,1001,0,0.0
15858,101,208643,True,0,0,0.0
15859,194,5638844,False,2045,0,0.0
15860,189,1252466,True,2885,12,0.0
15861,111,481304,True,1970,12,0.0
15862,143,2306920,False,2651,10,-0.25
15863,1,5902334,False,0,0,0.0
15864,1,5903563,True,0,27,-0.05429292929292931
15865,101,124051,False,2789,6,0.0
15866,1,5904410,False,1,0,0.0
15867,213,1086739,False,42,0,0.0
15868,451,2363141,False,2487,0,0.0
15869,31,4102115,False,1,6,0.0
15870,157,1022352,True,3252,0,0.0
15871,11,5905494,False,0,0,0.0
15872,101,2579280,False,2104,12,0.0
15873,1,3745338,False,1178,0,0.0
15874,101,478272,False,0,0,0.0
15875,101,1332530,False,2166,0,0.0
15876,111,1903556,False,2618,0,0.0
15877,13,1100299,False,1414,0,0.0
15878,1,5525798,False,897,0,0.0
15879,111,693215,False,114,0,0.0
15880,101,305333,False,13,3,0.0
15881,306,1604963,True,3172,1,0.0
15882,1,5908383,False,0,0,0.0
15883,101,191027,True,0,36,-0.029761904761904767
15884,41,5909017,False,0,0,0.0
15885,171,2679611,False,3018,0,0.0
15886,101,1989,True,0,7,-0.3
15887,220,2827622,False,2031,24,-0.3
15888,101,250173,False,2873,0,0.0
15889,101,1471828,False,2191,0,0.0
15890,101,461075,False,1999,0,0.0
15891,19,4059169,False,1148,0,0.0
15892,101,3001123,False,1063,0,0.0
15893,267,5912196,False,0,0,0.0
15894,1,5912328,False,2691,0,0.0
15895,11,1691894,False,700,0,0.0
15896,1,1346144,False,0,0,0.0
15897,101,2150507,False,3039,35,0.0
15898,101,187623,False,2655,0,0.0
15899,1,5839492,False,0,0,0.0
15900,1,5914992,False,0,0,0.0
15901,1,5668601,False,689,0,0.0
15902,1,72017,True,0,7,0.15
15903,101,438797,True,1171,26,0.0
15904,101,64431,False,3246,0,0.0
15905,21,5915915,False,0,0,0.0
15906,101,2362086,False,2214,0,0.0
15907,23,5916034,False,9,0,0.0
15908,1,5916247,False,0,0,0.0
15909,101,2641202,False,0,8,0.5
15910,101,1152059,True,2172,0,0.0
15911,1,2772337,False,173,0,0.0
15912,101,165454,True,2057,1,0.0
15913,1,3811674,False,368,3,0.0
15914,1,5918781,False,0,0,0.0
15915,525,376647,True,3291,57,0.06518939393939394
15916,1,5919198,False,1559,0,0.0
15917,101,4294878,True,37,25,-0.05
15918,143,49166,True,48,23,0.17045454545454544
15919,101,7662,False,778,4,-0.125
15920,143,410896,False,2745,0,0.0
15921,175,15387,True,3164,0,0.0
15922,101,1193593,True,2377,0,0.0
15923,101,4530175,False,35,0,0.0
15924,115,4752782,True,150,17,0.13636363636363635
15925,151,2452645,True,1461,9,0.0
15926,1,4102064,True,2476,6,0.0
15927,101,2101901,True,1225,24,0.0
15928,101,103005,False,0,0,0.0
15929,1,5925787,False,0,0,0.0
15930,101,2319085,False,1234,0,0.0
15931,1,5927480,True,0,151,0.009999999999999992
15932,121,2024300,True,2693,18,0.36818181818181817
15933,101,5688251,False,207,0,0.0
15934,101,1299945,False,2898,2,0.0
15935,1,2098287,True,0,3,0.0
15936,71,1234669,False,398,165,0.21359890109890112
